"X.query","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs","codigo_genoma"
"20502719","1230342.CTM_05550",5.38e-187,523,"COG4658@1|root,COG4658@2|Bacteria,1TQAY@1239|Firmicutes,247TM@186801|Clostridia,36FI0@31979|Clostridiaceae","186801|Clostridia","C","Part of a membrane complex involved in electron transport","rnfD","-","-","ko:K03614","-","-","-","-","ko00000","-","-","-","NQR2_RnfD_RnfE","GCF_000007625.1"
"20502720","1230342.CTM_05555",3.46e-84,253,"COG4659@1|root,COG4659@2|Bacteria,1V7R1@1239|Firmicutes,24JVM@186801|Clostridia,36K2X@31979|Clostridiaceae","186801|Clostridia","C","Part of a membrane complex involved in electron transport","rnfG","GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944","-","ko:K03612","-","-","-","-","ko00000","-","-","-","FMN_bind","GCF_000007625.1"
"20502721","1230342.CTM_05560",6.45e-104,304,"COG4660@1|root,COG4660@2|Bacteria,1TSE7@1239|Firmicutes,24972@186801|Clostridia,36F7B@31979|Clostridiaceae","186801|Clostridia","C","Part of a membrane complex involved in electron transport","rnfE","-","-","ko:K03613","-","-","-","-","ko00000","-","-","iHN637.CLJU_RS05585","Rnf-Nqr","GCF_000007625.1"
"20502722","1230342.CTM_05565",2.86e-107,312,"COG4657@1|root,COG4657@2|Bacteria,1TS06@1239|Firmicutes,247UE@186801|Clostridia,36ESS@31979|Clostridiaceae","186801|Clostridia","C","Part of a membrane complex involved in electron transport","rnfA","-","-","ko:K03617","-","-","-","-","ko00000","-","-","-","Rnf-Nqr","GCF_000007625.1"
"20502723","1230342.CTM_05570",1.45e-71,225,"COG1143@1|root,COG2878@1|root,COG1143@2|Bacteria,COG2878@2|Bacteria,1TQGD@1239|Firmicutes,24904@186801|Clostridia,36FC4@31979|Clostridiaceae","186801|Clostridia","C","electron transport complex, RnfABCDGE type, B subunit","rnfB","-","-","ko:K03616","-","-","-","-","ko00000","-","-","-","FeS,Fer4,Fer4_13,Fer4_4,Fer4_9","GCF_000007625.1"
"20502724","1410653.JHVC01000001_gene1784",2.99e-80,243,"COG4769@1|root,COG4769@2|Bacteria,1V1M0@1239|Firmicutes,24MZC@186801|Clostridia,36G4B@31979|Clostridiaceae","186801|Clostridia","S","heptaprenyl diphosphate synthase","-","-","2.5.1.30","ko:K00805","ko00900,ko01110,map00900,map01110","-","R09247","RC00279","ko00000,ko00001,ko01000,ko01006","-","-","-","Hpre_diP_synt_I","GCF_000007625.1"
"20502725","1230342.CTM_05580",7.89e-46,152,"COG5341@1|root,COG5341@2|Bacteria,1VEPD@1239|Firmicutes,24QPH@186801|Clostridia,36MXR@31979|Clostridiaceae","186801|Clostridia","S","NusG domain II","-","-","2.5.1.30","ko:K00805","ko00900,ko01110,map00900,map01110","-","R09247","RC00279","ko00000,ko00001,ko01000,ko01006","-","-","-","NusG_II","GCF_000007625.1"
"20502726","1410653.JHVC01000001_gene1786",3.46e-153,441,"COG1477@1|root,COG1477@2|Bacteria,1TR9C@1239|Firmicutes,248KJ@186801|Clostridia,36DZZ@31979|Clostridiaceae","186801|Clostridia","H","Flavin transferase that catalyzes the transfer of the FMN moiety of FAD and its covalent binding to the hydroxyl group of a threonine residue in a target flavoprotein","-","-","2.7.1.180","ko:K03734","-","-","-","-","ko00000,ko01000","-","-","-","ApbE","GCF_000007625.1"
"20502727","1410653.JHVC01000001_gene1787",5.55e-196,569,"COG1368@1|root,COG1368@2|Bacteria,1TRMA@1239|Firmicutes,2480C@186801|Clostridia,36DDX@31979|Clostridiaceae","186801|Clostridia","M","Phosphoglycerol transferase and related proteins,, alkaline phosphatase superfamily","-","-","-","-","-","-","-","-","-","-","-","-","Sulfatase","GCF_000007625.1"
"20502728","1230342.CTM_05595",0,1652,"COG0046@1|root,COG0047@1|root,COG0046@2|Bacteria,COG0047@2|Bacteria,1TPAS@1239|Firmicutes,247W2@186801|Clostridia,36UJE@31979|Clostridiaceae","186801|Clostridia","F","phosphoribosylformylglycinamidine synthase","purL","-","6.3.5.3","ko:K01952","ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130","M00048","R04463","RC00010,RC01160","ko00000,ko00001,ko00002,ko01000","-","-","-","AIRS,AIRS_C,GATase_5","GCF_000007625.1"
"20502729","445335.CBN_1341",6.42e-89,266,"COG2094@1|root,COG2094@2|Bacteria,1V1E6@1239|Firmicutes,24FRV@186801|Clostridia,36I75@31979|Clostridiaceae","186801|Clostridia","L","Belongs to the DNA glycosylase MPG family","-","-","3.2.2.21","ko:K03652","ko03410,map03410","-","-","-","ko00000,ko00001,ko01000,ko03400","-","-","-","Pur_DNA_glyco","GCF_000007625.1"
"20502730","1230342.CTM_05615",3.37e-61,197,"COG3063@1|root,COG3063@2|Bacteria,1UFME@1239|Firmicutes,24HJ1@186801|Clostridia,36J13@31979|Clostridiaceae","186801|Clostridia","NU","Type IV pilus biogenesis stability protein PilW","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502731","1410653.JHVC01000001_gene1795",6.13e-115,335,"29UW5@1|root,30G8P@2|Bacteria,1UFGN@1239|Firmicutes,24FHH@186801|Clostridia,36FEC@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502732","1230342.CTM_05625",2.38e-37,127,"COG3830@1|root,COG3830@2|Bacteria,1VENW@1239|Firmicutes,24QNV@186801|Clostridia,36KHG@31979|Clostridiaceae","186801|Clostridia","T","Belongs to the UPF0237 family","-","-","-","ko:K07166","-","-","-","-","ko00000","-","-","-","ACT_6","GCF_000007625.1"
"20502733","1410653.JHVC01000001_gene1797",8.22e-271,747,"COG2848@1|root,COG2848@2|Bacteria,1TQG8@1239|Firmicutes,247K4@186801|Clostridia,36DX6@31979|Clostridiaceae","186801|Clostridia","S","UPF0210 protein","-","-","-","ko:K09157","-","-","-","-","ko00000","-","-","-","DUF711","GCF_000007625.1"
"20502734","1410653.JHVC01000001_gene1798",3.28e-77,234,"COG0494@1|root,COG0494@2|Bacteria,1VWC0@1239|Firmicutes,25IYM@186801|Clostridia,36J62@31979|Clostridiaceae","186801|Clostridia","L","NUDIX domain","-","-","3.6.1.13","ko:K01515","ko00230,map00230","-","R01054","RC00002","ko00000,ko00001,ko01000","-","-","-","NUDIX","GCF_000007625.1"
"20502735","1230342.CTM_05640",8.07e-158,453,"COG5401@1|root,COG5401@2|Bacteria,1TQX6@1239|Firmicutes,249MF@186801|Clostridia,36FA6@31979|Clostridiaceae","186801|Clostridia","M","Sporulation and spore germination","-","-","-","-","-","-","-","-","-","-","-","-","Germane","GCF_000007625.1"
"20502736","1410653.JHVC01000001_gene1800",2.03e-170,484,"COG2008@1|root,COG2008@2|Bacteria","2|Bacteria","E","L-allo-threonine aldolase activity","ltaE","-","4.1.2.48","ko:K01620","ko00260,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map01100,map01110,map01120,map01130,map01230","-","R00751,R06171","RC00312,RC00372","ko00000,ko00001,ko01000","-","-","iLJ478.TM1744","Beta_elim_lyase","GCF_000007625.1"
"20502737","1230342.CTM_05655",0,905,"COG2766@1|root,COG2766@2|Bacteria,1TRTW@1239|Firmicutes,248GE@186801|Clostridia,36E3Y@31979|Clostridiaceae","186801|Clostridia","T","PrkA serine","prkA","-","-","ko:K07180","-","-","-","-","ko00000","-","-","-","AAA_PrkA,PrkA","GCF_000007625.1"
"20502738","1410653.JHVC01000001_gene1802",1.02e-171,492,"COG2718@1|root,COG2718@2|Bacteria,1TQIN@1239|Firmicutes,24A3U@186801|Clostridia,36F1V@31979|Clostridiaceae","186801|Clostridia","S","Belongs to the UPF0229 family","yhbH","-","-","ko:K09786","-","-","-","-","ko00000","-","-","-","DUF444","GCF_000007625.1"
"20502739","1230342.CTM_05665",2.25e-136,404,"COG2719@1|root,COG2719@2|Bacteria,1TRHQ@1239|Firmicutes,248CW@186801|Clostridia,36F7J@31979|Clostridiaceae","186801|Clostridia","S","stage V sporulation protein R","spoVR","-","-","ko:K06415","-","-","-","-","ko00000","-","-","-","SpoVR","GCF_000007625.1"
"20502740","1230342.CTM_13688",8.91e-250,691,"COG0014@1|root,COG0014@2|Bacteria,1TQ9V@1239|Firmicutes,248NX@186801|Clostridia,36DHK@31979|Clostridiaceae","186801|Clostridia","E","Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate","proA","-","1.2.1.41","ko:K00147","ko00330,ko00332,ko01100,ko01110,ko01130,ko01230,map00330,map00332,map01100,map01110,map01130,map01230","M00015","R03313","RC00684","ko00000,ko00001,ko00002,ko01000","-","-","-","Aldedh","GCF_000007625.1"
"20502741","1230342.CTM_13693",2.2e-146,417,"COG0263@1|root,COG0263@2|Bacteria,1TPG6@1239|Firmicutes,2486P@186801|Clostridia,36DG7@31979|Clostridiaceae","186801|Clostridia","E","Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate","proB","-","2.7.2.11","ko:K00931","ko00330,ko00332,ko01100,ko01130,ko01230,map00330,map00332,map01100,map01130,map01230","M00015","R00239","RC00002,RC00043","ko00000,ko00001,ko00002,ko01000","-","-","-","AA_kinase,PUA","GCF_000007625.1"
"20502742","1410653.JHVC01000001_gene1807",1.42e-132,388,"2DBHC@1|root,2Z98E@2|Bacteria,1UH8S@1239|Firmicutes,25PYB@186801|Clostridia,36QP0@31979|Clostridiaceae","186801|Clostridia","S","Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase","-","-","-","-","-","-","-","-","-","-","-","-","AAT","GCF_000007625.1"
"20502743","1410653.JHVC01000001_gene1809",4.2e-115,337,"COG1387@1|root,COG1387@2|Bacteria,1TRKS@1239|Firmicutes,249TM@186801|Clostridia,36FRF@31979|Clostridiaceae","186801|Clostridia","E","Histidinol phosphate phosphatase, HisJ family","hisK","-","3.1.3.15","ko:K04486","ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230","M00026","R03013","RC00017","ko00000,ko00001,ko00002,ko01000","-","-","-","PHP","GCF_000007625.1"
"20502744","1410653.JHVC01000001_gene1810",7.2e-81,243,"COG1853@1|root,COG1853@2|Bacteria,1V4IU@1239|Firmicutes,25B2Z@186801|Clostridia,36JGZ@31979|Clostridiaceae","186801|Clostridia","S","Flavin reductase like domain","-","-","-","-","-","-","-","-","-","-","-","-","Flavin_Reduct","GCF_000007625.1"
"20502745","1410653.JHVC01000001_gene1812",2.31e-216,607,"COG2256@1|root,COG2256@2|Bacteria,1TPVV@1239|Firmicutes,247X2@186801|Clostridia,36EXD@31979|Clostridiaceae","186801|Clostridia","L","AAA ATPase","yrvN","-","-","ko:K07478","-","-","-","-","ko00000","-","-","-","AAA,AAA_assoc_2,MgsA_C,RuvB_N","GCF_000007625.1"
"20502746","1230342.CTM_05725",4.9e-76,229,"COG1959@1|root,COG1959@2|Bacteria,1V3QB@1239|Firmicutes,24JIV@186801|Clostridia,36J5P@31979|Clostridiaceae","186801|Clostridia","K","Transcriptional regulator","iscR","-","-","-","-","-","-","-","-","-","-","-","Rrf2","GCF_000007625.1"
"20502747","1487921.DP68_02580",2.33e-240,666,"COG1104@1|root,COG1104@2|Bacteria,1TP21@1239|Firmicutes,24888@186801|Clostridia,36DXY@31979|Clostridiaceae","186801|Clostridia","E","Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tRNA modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins","iscS","-","2.8.1.7","ko:K04487","ko00730,ko01100,ko04122,map00730,map01100,map04122","-","R07460,R11528,R11529","RC01789,RC02313","ko00000,ko00001,ko01000,ko02048,ko03016,ko03029","-","-","-","Aminotran_5","GCF_000007625.1"
"20502748","1410653.JHVC01000001_gene1815",3.25e-92,270,"COG0822@1|root,COG0822@2|Bacteria,1V3H9@1239|Firmicutes,24HDD@186801|Clostridia,36I0X@31979|Clostridiaceae","186801|Clostridia","C","FeS cluster assembly scaffold protein NifU","nifU","-","-","ko:K04488","-","-","-","-","ko00000","-","-","-","NifU_N","GCF_000007625.1"
"20502749","1230342.CTM_05740",2.35e-195,548,"COG0482@1|root,COG0482@2|Bacteria,1TPIZ@1239|Firmicutes,247YV@186801|Clostridia,36EFA@31979|Clostridiaceae","186801|Clostridia","J","Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34","mnmA","-","2.8.1.13","ko:K00566","ko04122,map04122","-","R08700","RC02313,RC02315","ko00000,ko00001,ko01000,ko03016","-","-","-","tRNA_Me_trans","GCF_000007625.1"
"20502750","1487921.DP68_05965",1.47e-39,138,"COG3881@1|root,COG3881@2|Bacteria,1VZ5K@1239|Firmicutes,24R3C@186801|Clostridia,36N1W@31979|Clostridiaceae","186801|Clostridia","S","PRC-barrel domain protein","-","-","-","-","-","-","-","-","-","-","-","-","PRC","GCF_000007625.1"
"20502751","1410653.JHVC01000001_gene1820",6.82e-103,313,"COG0628@1|root,COG0628@2|Bacteria,1TQ84@1239|Firmicutes,248FS@186801|Clostridia,36EAC@31979|Clostridiaceae","186801|Clostridia","S","AI-2E family transporter","-","-","-","-","-","-","-","-","-","-","-","-","AI-2E_transport","GCF_000007625.1"
"20502752","1230342.CTM_05775",0,1351,"COG0013@1|root,COG0013@2|Bacteria,1TPK6@1239|Firmicutes,248M3@186801|Clostridia,36E03@31979|Clostridiaceae","186801|Clostridia","J","Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain","alaS","-","6.1.1.7","ko:K01872","ko00970,map00970","M00359,M00360","R03038","RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016","-","-","-","DHHA1,tRNA-synt_2c,tRNA_SAD","GCF_000007625.1"
"20502753","1410653.JHVC01000001_gene1826",6.32e-29,104,"COG4472@1|root,COG4472@2|Bacteria,1VAC4@1239|Firmicutes,24QVQ@186801|Clostridia,36KEY@31979|Clostridiaceae","186801|Clostridia","S","Belongs to the UPF0297 family","yrzL","-","-","-","-","-","-","-","-","-","-","-","DUF965","GCF_000007625.1"
"20502754","1410653.JHVC01000001_gene1827",3.56e-75,226,"COG0816@1|root,COG0816@2|Bacteria,1V6ER@1239|Firmicutes,24JGP@186801|Clostridia,36IV4@31979|Clostridiaceae","186801|Clostridia","J","Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA","yrrK","-","-","ko:K07447","-","-","-","-","ko00000,ko01000","-","-","-","RuvX","GCF_000007625.1"
"20502755","332101.JIBU02000023_gene4974",2.89e-31,112,"COG3906@1|root,COG3906@2|Bacteria,1VF5Z@1239|Firmicutes,24RAZ@186801|Clostridia,36MQB@31979|Clostridiaceae","186801|Clostridia","S","Belongs to the UPF0473 family","-","-","-","-","-","-","-","-","-","-","-","-","DUF1292","GCF_000007625.1"
"20502756","1410653.JHVC01000001_gene1829",1.71e-76,231,"COG0735@1|root,COG0735@2|Bacteria,1V7F0@1239|Firmicutes,24JQE@186801|Clostridia,36I3W@31979|Clostridiaceae","186801|Clostridia","P","Belongs to the Fur family","fur","-","-","ko:K03711","-","-","-","-","ko00000,ko03000","-","-","-","FUR","GCF_000007625.1"
"20502757","1410653.JHVC01000001_gene1830",0,931,"COG0595@1|root,COG0595@2|Bacteria,1TQ9G@1239|Firmicutes,2488J@186801|Clostridia,36DE5@31979|Clostridiaceae","186801|Clostridia","S","An RNase that has 5'-3' exonuclease and possibly endonuclease activity. Involved in maturation of rRNA and in some organisms also mRNA maturation and or decay","rnj","-","-","ko:K12574","ko03018,map03018","-","-","-","ko00000,ko00001,ko01000,ko03019","-","-","-","Lactamase_B,RMMBL","GCF_000007625.1"
"20502758","1410653.JHVC01000001_gene1831",4e-46,151,"COG3679@1|root,COG3679@2|Bacteria,1VEZA@1239|Firmicutes,24QZP@186801|Clostridia,36KJI@31979|Clostridiaceae","186801|Clostridia","S","Belongs to the UPF0342 family","-","-","-","-","-","-","-","-","-","-","-","-","Com_YlbF","GCF_000007625.1"
"20502759","1230342.CTM_05810",0,1039,"COG1217@1|root,COG1217@2|Bacteria,1TQ5Y@1239|Firmicutes,248EB@186801|Clostridia,36EAY@31979|Clostridiaceae","186801|Clostridia","T","GTP-binding protein TypA","typA","-","-","ko:K06207","-","-","-","-","ko00000","-","-","-","EFG_C,EFG_II,GTP_EFTU,GTP_EFTU_D2","GCF_000007625.1"
"20502760","1230342.CTM_05815",3.42e-137,400,"COG1559@1|root,COG1559@2|Bacteria,1TS48@1239|Firmicutes,2493B@186801|Clostridia,36FDF@31979|Clostridiaceae","186801|Clostridia","S","Functions as a peptidoglycan terminase that cleaves nascent peptidoglycan strands endolytically to terminate their elongation","mltG","-","-","ko:K07082","-","-","-","-","ko00000","-","-","-","YceG","GCF_000007625.1"
"20502761","1230342.CTM_05820",2.31e-116,337,"COG4122@1|root,COG4122@2|Bacteria,1UF4M@1239|Firmicutes,24B70@186801|Clostridia,36EFT@31979|Clostridiaceae","186801|Clostridia","S","O-methyltransferase","yrrM","-","-","-","-","-","-","-","-","-","-","-","Methyltransf_3","GCF_000007625.1"
"20502762","1487921.DP68_06030",5.59e-246,681,"COG0826@1|root,COG0826@2|Bacteria,1TPRE@1239|Firmicutes,248I3@186801|Clostridia,36E4Q@31979|Clostridiaceae","186801|Clostridia","O","peptidase U32","yegQ","-","-","ko:K08303","ko05120,map05120","-","-","-","ko00000,ko00001,ko01000,ko01002","-","-","-","Peptidase_U32,Peptidase_U32_C","GCF_000007625.1"
"20502763","1230342.CTM_05830",1.08e-113,330,"COG0572@1|root,COG0572@2|Bacteria,1TQ4V@1239|Firmicutes,24850@186801|Clostridia,36DNP@31979|Clostridiaceae","186801|Clostridia","F","Cytidine monophosphokinase","udk","-","2.7.1.48","ko:K00876","ko00240,ko00983,ko01100,map00240,map00983,map01100","-","R00513,R00516,R00517,R00962,R00964,R00967,R00968,R00970,R01548,R01549,R01880,R02091,R02096,R02097,R02327,R02332,R02371,R02372,R08232","RC00002,RC00017","ko00000,ko00001,ko01000","-","-","-","PRK","GCF_000007625.1"
"20502764","1230342.CTM_05835",8.87e-197,566,"COG0768@1|root,COG0768@2|Bacteria,1VTED@1239|Firmicutes,249R0@186801|Clostridia,36DV6@31979|Clostridiaceae","186801|Clostridia","M","Penicillin-binding Protein","-","-","-","-","-","-","-","-","-","-","-","-","Transpeptidase","GCF_000007625.1"
"20502765","1230342.CTM_05840",8.75e-77,234,"COG1191@1|root,COG1191@2|Bacteria,1TPJ5@1239|Firmicutes,247XH@186801|Clostridia,36EDZ@31979|Clostridiaceae","186801|Clostridia","K","Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released","sigK","-","-","ko:K03091","-","-","-","-","ko00000,ko03021","-","-","-","Sigma70_r2,Sigma70_r4","GCF_000007625.1"
"20502766","1567015.A0A0A7RWR3_9VIRU",0,870,"4QBIH@10239|Viruses","10239|Viruses","S","recombinase activity","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502767","1304880.JAGB01000002_gene2250",3.6e-19,81.6,"2DPAU@1|root,331AD@2|Bacteria,1VH32@1239|Firmicutes,24QY2@186801|Clostridia","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502769","1567012.A0A0A7RTF0_9VIRU",1.77e-107,309,"4QCCB@10239|Viruses","10239|Viruses","S","Pfam:Peptidase_M78","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502770","1280692.AUJL01000011_gene3216",1.52e-34,125,"COG1476@1|root,COG1476@2|Bacteria,1UIFY@1239|Firmicutes,24BCF@186801|Clostridia","186801|Clostridia","K","Cro/C1-type HTH DNA-binding domain","-","-","-","-","-","-","-","-","-","-","-","-","HTH_26,HTH_3","GCF_000007625.1"
"20502771","1347392.CCEZ01000005_gene1206",1.02e-09,56.2,"2DR00@1|root,339M5@2|Bacteria,1VKAY@1239|Firmicutes,24UDU@186801|Clostridia,36PWY@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502772","1567015.A0A0A7RUN9_9VIRU",2.5e-191,531,"4QAPV@10239|Viruses","10239|Viruses","S","DNA binding","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502773","431943.CKL_4038",2.5e-13,68.6,"2BBB8@1|root,324U4@2|Bacteria,1UR02@1239|Firmicutes,24VF7@186801|Clostridia,36VF4@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502774","1211817.CCAT010000008_gene930",7.36e-30,110,"2BAA2@1|root,323QA@2|Bacteria,1UQ6J@1239|Firmicutes,24SZ3@186801|Clostridia,36MY0@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502775","1443125.Z962_05755",4.36e-146,425,"COG5377@1|root,COG5377@2|Bacteria,1TS2Y@1239|Firmicutes,249SB@186801|Clostridia,36IYR@31979|Clostridiaceae","186801|Clostridia","L","YqaJ-like viral recombinase domain","-","-","-","-","-","-","-","-","-","-","-","-","YqaJ","GCF_000007625.1"
"20502776","1567015.A0A0A7RUP3_9VIRU",1.29e-189,526,"4QBHS@10239|Viruses","10239|Viruses","S","DNA metabolic process","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502778","1567015.A0A0A7RUH1_9VIRU",2.29e-179,503,"4QAX8@10239|Viruses","10239|Viruses","S","calcium ion binding","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502780","1567014.A0A0A7RTV9_9VIRU",2.69e-95,278,"4QB0W@10239|Viruses","10239|Viruses","S","Protein of unknown function (DUF1064)","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502781","1121342.AUCO01000012_gene1716",1.85e-93,278,"29NKI@1|root,309IH@2|Bacteria,1U5H5@1239|Firmicutes,24DYF@186801|Clostridia,36GSR@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502782","634956.Geoth_0735",1.01e-76,231,"COG0783@1|root,COG0783@2|Bacteria,1VCVJ@1239|Firmicutes,4HMBD@91061|Bacilli,1WGDP@129337|Geobacillus","91061|Bacilli","P","Belongs to the Dps family","dps","GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0097159,GO:1901363","-","ko:K04047","-","-","-","-","ko00000,ko03036","-","-","-","Ferritin","GCF_000007625.1"
"20502784","1567013.A0A0A7RTM3_9CAUD",9.32e-40,131,"4QH5E@10239|Viruses,4QSFQ@28883|Caudovirales","28883|Caudovirales","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502787","931276.Cspa_c26820",3.02e-31,116,"COG1191@1|root,COG1191@2|Bacteria,1W5EN@1239|Firmicutes,24RTA@186801|Clostridia,36N0M@31979|Clostridiaceae","186801|Clostridia","K","sigma factor activity","-","-","-","-","-","-","-","-","-","-","-","-","DUF722","GCF_000007625.1"
"20502790","1195246.AGRI_01765",4.1e-62,210,"2E4ME@1|root,32ZGC@2|Bacteria,1NCP2@1224|Proteobacteria,1SSN1@1236|Gammaproteobacteria","1236|Gammaproteobacteria","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502791","1567015.A0A0A7S1A8_9VIRU",5.32e-213,589,"4QB6U@10239|Viruses","10239|Viruses","S","Terminase small subunit","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502792","1567015.A0A0A7RWT0_9VIRU",0,917,"4QC1Z@10239|Viruses","10239|Viruses","S","Terminase-like family","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502793","1567015.A0A0A7RUQ6_9VIRU",0,983,"4QAR7@10239|Viruses","10239|Viruses","S","Phage portal protein, SPP1 Gp6-like","-","GO:0005575,GO:0019012,GO:0019028,GO:0032991,GO:0044423,GO:0046729,GO:0046798","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502794","1158602.I590_01512",4.95e-10,64.3,"COG2169@1|root,COG2433@1|root,COG2169@2|Bacteria,COG2433@2|Bacteria,1TR37@1239|Firmicutes,4HK7D@91061|Bacilli,4B6AH@81852|Enterococcaceae","91061|Bacilli","F","DNA/RNA non-specific endonuclease","-","-","-","ko:K15051","-","-","-","-","ko00000","-","-","-","Endonuclea_NS_2","GCF_000007625.1"
"20502795","1567015.A0A0A7RUI1_9VIRU",0,1095,"4QC5Z@10239|Viruses","10239|Viruses","S","Phage Mu protein F like protein","-","GO:0005575,GO:0019012,GO:0019028,GO:0044423,GO:0046729","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502797","1243664.CAVL020000019_gene3765",3.76e-24,93.6,"2AHSZ@1|root,3185G@2|Bacteria,1UCU6@1239|Firmicutes,4IPAC@91061|Bacilli,1ZPME@1386|Bacillus","91061|Bacilli","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502798","1567015.A0A0A7RUR0_9VIRU",5.47e-137,388,"4QBXB@10239|Viruses","10239|Viruses","S","Phage minor structural protein GP20","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502799","748727.CLJU_c31320",3.96e-34,120,"2BAU4@1|root,3249E@2|Bacteria,1UQKG@1239|Firmicutes,24U9Y@186801|Clostridia,36MJG@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502800","1567015.A0A0A7RUI2_9VIRU",1.46e-240,662,"4QB9S@10239|Viruses","10239|Viruses","S","Phage major capsid protein E","-","GO:0005575,GO:0019012,GO:0019028,GO:0019030,GO:0039620,GO:0044423","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502802","445335.CBN_3083",9.21e-32,114,"2BETZ@1|root,30HCB@2|Bacteria,1UHFM@1239|Firmicutes,24RXA@186801|Clostridia,36NI1@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502803","1196322.A370_04062",3.79e-51,164,"2ADX2@1|root,313P6@2|Bacteria,1UHF9@1239|Firmicutes,24RWS@186801|Clostridia,36MW3@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502804","1567015.A0A0A7RUL9_9VIRU",4.73e-78,232,"4QDMA@10239|Viruses","10239|Viruses","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20502805","1196322.A370_04060",3.66e-78,234,"2FDUP@1|root,345VA@2|Bacteria,1VZZC@1239|Firmicutes,24N3F@186801|Clostridia,36KZ5@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
