"X.query","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs","codigo_genoma"
"20486848","1314.HKU360_01054",0,1284,"COG0556@1|root,COG0556@2|Bacteria,1TPKB@1239|Firmicutes,4HB81@91061|Bacilli","91061|Bacilli","L","damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage","uvrB","-","-","ko:K03702","ko03420,map03420","-","-","-","ko00000,ko00001,ko03400","-","-","-","Helicase_C,ResIII,UVR,UvrB","GCF_000006785.2"
"20486849","1314.HKU360_01055",0,1363,"COG0765@1|root,COG0834@1|root,COG0765@2|Bacteria,COG0834@2|Bacteria,1TQUG@1239|Firmicutes,4HAJ5@91061|Bacilli","91061|Bacilli","P","ABC-type amino acid transport signal transduction systems periplasmic component domain","glnP","-","-","ko:K02029,ko:K02030,ko:K10036","ko02010,map02010","M00227,M00236","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.3,3.A.1.3.2","-","-","BPD_transp_1,SBP_bac_3","GCF_000006785.2"
"20486850","1314.HKU360_01056",1.19e-174,487,"COG1126@1|root,COG1126@2|Bacteria,1TNYD@1239|Firmicutes,4H9WY@91061|Bacilli","91061|Bacilli","E","abc transporter atp-binding protein","glnQ","-","3.6.3.21","ko:K02028","-","M00236","-","-","ko00000,ko00002,ko01000,ko02000","3.A.1.3","-","-","ABC_tran","GCF_000006785.2"
"20486852","1314.HKU360_01059",6.71e-113,335,"COG1455@1|root,COG1455@2|Bacteria,1TP8D@1239|Firmicutes,4H9W2@91061|Bacilli","91061|Bacilli","G","The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane","chbC","-","-","ko:K02761","ko00500,ko02060,map00500,map02060","M00275","R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko02000","4.A.3.2","-","-","PTS_EIIC","GCF_000006785.2"
"20486853","1314.HKU360_01059",2.69e-119,352,"COG1455@1|root,COG1455@2|Bacteria,1TP8D@1239|Firmicutes,4H9W2@91061|Bacilli","91061|Bacilli","G","The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane","chbC","-","-","ko:K02761","ko00500,ko02060,map00500,map02060","M00275","R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko02000","4.A.3.2","-","-","PTS_EIIC","GCF_000006785.2"
"20486854","1314.HKU360_01060",4.05e-98,285,"2EQKC@1|root,33I6D@2|Bacteria,1VP8F@1239|Firmicutes,4HS2T@91061|Bacilli","91061|Bacilli","S","Domain of unknown function (DUF3284)","-","-","-","-","-","-","-","-","-","-","-","-","DUF3284","GCF_000006785.2"
"20486855","482234.SCAZ3_07355",5.61e-71,214,"COG1447@1|root,COG1447@2|Bacteria,1VEGE@1239|Firmicutes,4HM37@91061|Bacilli","91061|Bacilli","G","Phosphotransferase system cellobiose-specific component IIA","-","-","2.7.1.196,2.7.1.205","ko:K02759","ko00500,ko02060,map00500,map02060","M00275","R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.3.2","-","-","PTS_IIA","GCF_000006785.2"
"20486856","1314.HKU360_01062",4.62e-64,196,"COG1440@1|root,COG1440@2|Bacteria,1VADE@1239|Firmicutes,4HKG9@91061|Bacilli","91061|Bacilli","G","Phosphotransferase system cellobiose-specific component IIB","licB_1","-","2.7.1.196,2.7.1.205","ko:K02760","ko00500,ko02060,map00500,map02060","M00275","R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.3.2","-","-","PTS_IIB","GCF_000006785.2"
"20486857","1314.HKU360_01063",0,1296,"COG1762@1|root,COG3711@1|root,COG1762@2|Bacteria,COG3711@2|Bacteria,1TQT1@1239|Firmicutes,4HEIQ@91061|Bacilli","91061|Bacilli","G","transcriptional antiterminator","-","-","-","ko:K03491","-","-","-","-","ko00000,ko03000","-","-","-","HTH_11,Mga,PRD,PTS_EIIA_2,PTS_IIB","GCF_000006785.2"
"20486858","1314.HKU360_01064",4.04e-264,723,"COG3589@1|root,COG3589@2|Bacteria,1TRIY@1239|Firmicutes,4H9V2@91061|Bacilli","91061|Bacilli","S","Outer surface protein","-","-","-","ko:K09963","-","-","-","-","ko00000","-","-","-","DUF871","GCF_000006785.2"
"20486859","1314.HKU360_01065",0,974,"COG2723@1|root,COG2723@2|Bacteria,1TP19@1239|Firmicutes,4H9KU@91061|Bacilli","91061|Bacilli","G","Belongs to the glycosyl hydrolase 1 family","gmuD","-","3.2.1.21,3.2.1.85,3.2.1.86","ko:K01220,ko:K01223,ko:K05350","ko00010,ko00052,ko00460,ko00500,ko00940,ko01100,ko01110,map00010,map00052,map00460,map00500,map00940,map01100,map01110","-","R00026,R00839,R02558,R02887,R02985,R03256,R03527,R04949,R04998,R05133,R05134,R10035,R10039,R10040","RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248","ko00000,ko00001,ko01000","-","GT1","-","Glyco_hydro_1","GCF_000006785.2"
"20486860","663952.SDD27957_06605",1.32e-29,105,"2DJ7D@1|root,304X4@2|Bacteria,1TXCJ@1239|Firmicutes,4I6AD@91061|Bacilli,1M9TA@119603|Streptococcus dysgalactiae group","91061|Bacilli","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000006785.2"
"20486861","1314.HKU360_01068",3.80000000213545e-315,858,"COG0536@1|root,COG0536@2|Bacteria,1TPX7@1239|Firmicutes,4H9P8@91061|Bacilli","91061|Bacilli","S","An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control","obg","GO:0000003,GO:0000160,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0005488,GO:0005525,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0017076,GO:0019001,GO:0019954,GO:0023052,GO:0030436,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035556,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043934,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0097159,GO:0097367,GO:1901265,GO:1901363","-","ko:K03979","-","-","-","-","ko00000,ko01000,ko03009","-","-","-","DUF1967,GTP1_OBG,MMR_HSR1","GCF_000006785.2"
"20486862","1314.HKU360_00216",4.01e-111,320,"COG2963@1|root,COG2963@2|Bacteria,1VE7K@1239|Firmicutes,4IPJI@91061|Bacilli","91061|Bacilli","L","transposase activity","-","-","-","ko:K07483","-","-","-","-","ko00000","-","-","-","HTH_28","GCF_000006785.2"
"20486863","1314.HKU360_01071",8.69e-188,522,"COG2801@1|root,COG2801@2|Bacteria,1TQQY@1239|Firmicutes","1239|Firmicutes","L","Integrase core domain protein","-","-","-","ko:K07497","-","-","-","-","ko00000","-","-","-","HTH_21,HTH_28,rve,rve_2","GCF_000006785.2"
"20486864","1314.HKU360_01072",1.01e-169,474,"COG1187@1|root,COG1187@2|Bacteria,1TQZ2@1239|Firmicutes,4H9VU@91061|Bacilli","91061|Bacilli","J","Belongs to the pseudouridine synthase RsuA family","rsuA","GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360","5.4.99.19","ko:K06183","-","-","-","-","ko00000,ko01000,ko03009","-","-","-","PseudoU_synth_2,S4","GCF_000006785.2"
"20486865","1314.HKU360_01073",2.03e-80,238,"COG5496@1|root,COG5496@2|Bacteria,1VAZJ@1239|Firmicutes,4HPK2@91061|Bacilli","91061|Bacilli","S","THIoesterase","-","-","-","-","-","-","-","-","-","-","-","-","4HBT","GCF_000006785.2"
"20486866","1314.HKU360_01074",1.83e-279,765,"COG0477@1|root,COG2814@2|Bacteria,1TQM0@1239|Firmicutes,4HATA@91061|Bacilli","91061|Bacilli","EGP","Major Facilitator","naiP","-","-","ko:K08196","-","-","-","-","ko00000,ko02000","2.A.1.15","-","-","MFS_1,Sugar_tr","GCF_000006785.2"
"20486867","1314.HKU360_01075",0,983,"COG4868@1|root,COG4868@2|Bacteria,1TQYE@1239|Firmicutes,4HDNX@91061|Bacilli","91061|Bacilli","S","Belongs to the UPF0371 family","XK27_07020","-","-","-","-","-","-","-","-","-","-","-","DUF1846","GCF_000006785.2"
"20486868","1314.HKU360_01076",7.04e-89,261,"COG2050@1|root,COG2050@2|Bacteria","2|Bacteria","Q","thiolester hydrolase activity","paaI","-","-","ko:K02614","ko00360,map00360","-","R09840","RC00004,RC00014","ko00000,ko00001,ko01000","-","-","-","4HBT","GCF_000006785.2"
"20486869","663952.SDD27957_06665",5.06e-105,308,"COG2820@1|root,COG2820@2|Bacteria,1TQ71@1239|Firmicutes,4HUI7@91061|Bacilli,1M9RF@119603|Streptococcus dysgalactiae group","91061|Bacilli","F","Phosphorylase, Pnp Udp family","-","-","-","-","-","-","-","-","-","-","-","-","PNP_UDP_1","GCF_000006785.2"
"20486870","1314.HKU360_01131",0,867,"COG2265@1|root,COG2265@2|Bacteria,1TP4H@1239|Firmicutes,4HA6M@91061|Bacilli","91061|Bacilli","J","Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family","rumA","-","2.1.1.190","ko:K03215","-","-","-","-","ko00000,ko01000,ko03009","-","-","-","TRAM,tRNA_U5-meth_tr","GCF_000006785.2"
"20486871","1314.HKU360_01132",0,965,"COG1316@1|root,COG1316@2|Bacteria,1TSWQ@1239|Firmicutes,4HE66@91061|Bacilli","91061|Bacilli","K","Transcriptional regulator","msrR","-","-","-","-","-","-","-","-","-","-","-","LytR_cpsA_psr","GCF_000006785.2"
"20486872","1314.HKU360_01133",9.6e-106,306,"COG0703@1|root,COG0703@2|Bacteria,1VA6Z@1239|Firmicutes,4HKD6@91061|Bacilli","91061|Bacilli","F","Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate","aroK","GO:0000287,GO:0003674,GO:0003824,GO:0004765,GO:0005488,GO:0006082,GO:0006520,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019438,GO:0019632,GO:0019752,GO:0032787,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046872,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615","2.7.1.71","ko:K00891","ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230","M00022","R02412","RC00002,RC00078","ko00000,ko00001,ko00002,ko01000","-","-","-","SKI","GCF_000006785.2"
"20486873","1314.HKU360_01134",4.35e-300,819,"COG0128@1|root,COG0128@2|Bacteria,1TPIH@1239|Firmicutes,4HBHZ@91061|Bacilli","91061|Bacilli","E","Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate","aroA","GO:0003674,GO:0003824,GO:0003866,GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046417,GO:0071704,GO:1901576","2.5.1.19","ko:K00800","ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230","M00022","R03460","RC00350","ko00000,ko00001,ko00002,ko01000","-","-","-","EPSP_synthase","GCF_000006785.2"
"20486874","1314.HKU360_01135",2.23e-212,588,"COG1295@1|root,COG1295@2|Bacteria,1U7HM@1239|Firmicutes,4H9MJ@91061|Bacilli","91061|Bacilli","E","Belongs to the UPF0761 family","rbn","-","-","ko:K07058","-","-","-","-","ko00000","-","-","-","Virul_fac_BrkB","GCF_000006785.2"
"20486875","1314.HKU360_01136",3.11e-215,593,"COG0024@1|root,COG0024@2|Bacteria,1TQC1@1239|Firmicutes,4H9S9@91061|Bacilli","91061|Bacilli","E","Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed","map","-","3.4.11.18","ko:K01265","-","-","-","-","ko00000,ko01000,ko01002","-","-","-","Peptidase_M24","GCF_000006785.2"
"20486876","1314.HKU360_01137",1.56e-293,803,"COG4109@1|root,COG4109@2|Bacteria,1TPU6@1239|Firmicutes,4HB62@91061|Bacilli","91061|Bacilli","K","transcriptional regulator containing CBS domains","ytoI","-","-","-","-","-","-","-","-","-","-","-","4HBT,CBS,DRTGG,GntR,HTH_24","GCF_000006785.2"
"20486877","1314.HKU360_01138",2.05e-131,372,"COG1670@1|root,COG1670@2|Bacteria","2|Bacteria","J","COG1670 acetyltransferases, including N-acetylases of ribosomal proteins","XK27_07830","-","2.3.1.128","ko:K03790","-","-","-","-","ko00000,ko01000,ko03009","-","-","-","Acetyltransf_3","GCF_000006785.2"
"20486878","759913.SDSE_1436",5.56e-18,89.7,"29WEK@1|root,30I0B@2|Bacteria,1UUWB@1239|Firmicutes,4I28E@91061|Bacilli,1M8SE@119603|Streptococcus dysgalactiae group","91061|Bacilli","S","B domain","-","-","-","-","-","-","-","-","-","-","-","-","GA-like,Gram_pos_anchor,IgG_binding_B","GCF_000006785.2"
"20486879","1314.HKU360_01140",1.68e-293,802,"COG0766@1|root,COG0766@2|Bacteria,1TPAU@1239|Firmicutes,4H9KI@91061|Bacilli","91061|Bacilli","M","Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine","murA","GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008760,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016740,GO:0016765,GO:0030203,GO:0034645,GO:0042221,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0070589,GO:0070887,GO:0071236,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576","2.5.1.7","ko:K00790","ko00520,ko00550,ko01100,map00520,map00550,map01100","-","R00660","RC00350","ko00000,ko00001,ko01000,ko01011","-","-","iYO844.BSU37100","EPSP_synthase","GCF_000006785.2"
"20486880","1314.HKU360_01141",3.92e-270,741,"COG0192@1|root,COG0192@2|Bacteria,1TPCV@1239|Firmicutes,4HB33@91061|Bacilli","91061|Bacilli","H","Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme","metK","GO:0003674,GO:0003824,GO:0004478,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0016740,GO:0016765,GO:0044424,GO:0044444,GO:0044464","2.5.1.6","ko:K00789","ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230","M00034,M00035,M00368,M00609","R00177,R04771","RC00021,RC01211","ko00000,ko00001,ko00002,ko01000","-","-","-","S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N","GCF_000006785.2"
"20486881","1314.HKU360_01142",0,986,"COG4886@1|root,COG4886@2|Bacteria,1V3UH@1239|Firmicutes","1239|Firmicutes","U","Leucine-rich repeat (LRR) protein","inlA","-","-","ko:K13730","ko05100,map05100","-","-","-","ko00000,ko00001","-","-","-","LRR_4,LRR_6,SLH,Strep_his_triad","GCF_000006785.2"
"20486882","1314.HKU360_01143",1.73e-221,611,"COG0340@1|root,COG1654@1|root,COG0340@2|Bacteria,COG1654@2|Bacteria,1TQCU@1239|Firmicutes,4HB60@91061|Bacilli","91061|Bacilli","HK","Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a repressor","birA","-","6.3.4.15","ko:K03524","ko00780,ko01100,map00780,map01100","-","R01074,R05145","RC00043,RC00070,RC00096,RC02896","ko00000,ko00001,ko01000,ko03000","-","-","-","BPL_C,BPL_LplA_LipB,HTH_11","GCF_000006785.2"
"20486883","482234.SCAZ3_07630",0,941,"COG2812@1|root,COG2812@2|Bacteria,1TPS9@1239|Firmicutes,4HAUE@91061|Bacilli","91061|Bacilli","L","DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity","dnaX","-","2.7.7.7","ko:K02343","ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440","M00260","R00375,R00376,R00377,R00378","RC02795","ko00000,ko00001,ko00002,ko01000,ko03032,ko03400","-","-","-","DNA_pol3_delta2,DNA_pol3_gamma3","GCF_000006785.2"
"20486884","1314.HKU360_01146",3.62e-111,320,"COG1956@1|root,COG1956@2|Bacteria,1V6GQ@1239|Firmicutes,4HH7X@91061|Bacilli","91061|Bacilli","T","GAF domain-containing protein","ytsP","-","1.8.4.14","ko:K08968","ko00270,map00270","-","R02025","RC00639","ko00000,ko00001,ko01000","-","-","-","GAF_2","GCF_000006785.2"
"20486885","1314.HKU360_01147",2.93e-134,384,"COG2339@1|root,COG2339@2|Bacteria,1VXSC@1239|Firmicutes,4HX0E@91061|Bacilli","91061|Bacilli","S","Protease prsW family","-","-","-","-","-","-","-","-","-","-","-","-","PrsW-protease","GCF_000006785.2"
"20486886","1314.HKU360_01149",2.71e-143,404,"COG0572@1|root,COG0572@2|Bacteria,1TQ4V@1239|Firmicutes,4HAVR@91061|Bacilli","91061|Bacilli","F","Cytidine monophosphokinase","udk","GO:0003674,GO:0003824,GO:0004849,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008655,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009224,GO:0009259,GO:0009260,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0019205,GO:0019206,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0043094,GO:0043097,GO:0043174,GO:0043771,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046035,GO:0046049,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659","2.7.1.48","ko:K00876","ko00240,ko00983,ko01100,map00240,map00983,map01100","-","R00513,R00516,R00517,R00962,R00964,R00967,R00968,R00970,R01548,R01549,R01880,R02091,R02096,R02097,R02327,R02332,R02371,R02372,R08232","RC00002,RC00017","ko00000,ko00001,ko01000","-","-","-","PRK","GCF_000006785.2"
"20486887","1314.HKU360_01150",3.52e-252,692,"COG0513@1|root,COG0513@2|Bacteria,1TQ9R@1239|Firmicutes,4HANR@91061|Bacilli","91061|Bacilli","L","DEAD DEAH box helicase","yfmL","GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0070035,GO:0071704,GO:0090304,GO:0140098,GO:1901360","-","-","-","-","-","-","-","-","-","-","DEAD,Helicase_C","GCF_000006785.2"
"20486888","1314.HKU360_01151",7.33e-298,813,"COG0726@1|root,COG0726@2|Bacteria,1V6DN@1239|Firmicutes,4HEPH@91061|Bacilli","91061|Bacilli","G","deacetylase","pgdA","-","3.5.1.104","ko:K22278","-","-","-","-","ko00000,ko01000","-","-","-","Polysacc_deac_1","GCF_000006785.2"
"20486889","1314.HKU360_01152",4.05e-304,832,"COG1012@1|root,COG1012@2|Bacteria,1TP4S@1239|Firmicutes,4H9MF@91061|Bacilli","91061|Bacilli","C","Belongs to the aldehyde dehydrogenase family","gapN","GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0043891,GO:0047100,GO:0055114","1.2.1.9","ko:K00131","ko00010,ko00030,ko01100,ko01120,ko01200,map00010,map00030,map01100,map01120,map01200","M00308,M00633","R01058","RC00242","ko00000,ko00001,ko00002,ko01000","-","-","-","Aldedh","GCF_000006785.2"
"20486890","1314.HKU360_01153",0,1104,"COG1080@1|root,COG1080@2|Bacteria,1TPK8@1239|Firmicutes,4H9VD@91061|Bacilli","91061|Bacilli","G","General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)","ptsI","GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0051179,GO:0051234,GO:0071702","2.7.3.9","ko:K08483","ko02060,map02060","-","-","-","ko00000,ko00001,ko01000,ko02000","8.A.7","-","-","PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C","GCF_000006785.2"
"20486891","1123299.AUKZ01000005_gene1122",2.72e-51,162,"COG1925@1|root,COG1925@2|Bacteria,1VA0R@1239|Firmicutes,4HKGA@91061|Bacilli","91061|Bacilli","G","phosphocarrier protein Hpr","ptsH","GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0043610,GO:0044424,GO:0044464,GO:0050789,GO:0065007","-","ko:K11189","-","-","-","-","ko00000,ko02000","4.A.2.1","-","-","PTS-HPr","GCF_000006785.2"
"20486892","1314.HKU360_01155",4.63e-46,148,"COG0695@1|root,COG0695@2|Bacteria,1VEFX@1239|Firmicutes,4HNUX@91061|Bacilli","91061|Bacilli","O","Glutaredoxin","nrdH","-","-","ko:K06191","-","-","-","-","ko00000","-","-","-","Glutaredoxin","GCF_000006785.2"
"20486893","1314.HKU360_01156",0,1410,"COG0209@1|root,COG0209@2|Bacteria,1TPFH@1239|Firmicutes,4H9X0@91061|Bacilli","91061|Bacilli","F","Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides","nrdE","-","1.17.4.1","ko:K00525","ko00230,ko00240,ko01100,map00230,map00240,map01100","M00053","R02017,R02018,R02019,R02024","RC00613","ko00000,ko00001,ko00002,ko01000,ko03400","-","-","iYO844.BSU17380","RNR_N,Ribonuc_red_lgC,Ribonuc_red_lgN","GCF_000006785.2"
"20486894","1314.HKU360_01158",3.71e-235,646,"COG0208@1|root,COG0208@2|Bacteria,1TQTH@1239|Firmicutes,4H9WX@91061|Bacilli","91061|Bacilli","F","Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides","nrdF","-","1.17.4.1","ko:K00526","ko00230,ko00240,ko01100,map00230,map00240,map01100","M00053","R02017,R02018,R02019,R02024","RC00613","ko00000,ko00001,ko00002,ko01000,ko03400","-","-","iSB619.SA_RS03915,iYO844.BSU17390","Ribonuc_red_sm","GCF_000006785.2"
"20486895","1314.HKU360_01159",1.83e-281,773,"COG0038@1|root,COG0038@2|Bacteria,1V07H@1239|Firmicutes","1239|Firmicutes","P","chloride","clcA2","-","-","-","-","-","-","-","-","-","-","-","Voltage_CLC","GCF_000006785.2"
"20486896","1314.HKU360_01160",3.93e-60,185,"COG2963@1|root,COG2963@2|Bacteria,1VIRY@1239|Firmicutes","1239|Firmicutes","L","Transposase","-","-","-","ko:K07483","-","-","-","-","ko00000","-","-","-","HTH_28,HTH_Tnp_1","GCF_000006785.2"
"20486897","1346.DQ08_00115",1.01e-40,138,"COG2801@1|root,COG2801@2|Bacteria,1TU21@1239|Firmicutes,4HDK4@91061|Bacilli","91061|Bacilli","L","COG2801 Transposase and inactivated derivatives","-","-","-","ko:K07497","-","-","-","-","ko00000","-","-","-","HTH_21,rve","GCF_000006785.2"
"20486898","1314.HKU360_01163",1.84e-111,326,"COG1266@1|root,COG1266@2|Bacteria,1VFRX@1239|Firmicutes,4HMQE@91061|Bacilli","91061|Bacilli","S","metal-dependent membrane protease","-","-","-","ko:K07052","-","-","-","-","ko00000","-","-","-","Abi","GCF_000006785.2"
"20486899","663952.SDD27957_06875",3.32e-148,421,"2DJ76@1|root,304WR@2|Bacteria,1TXBW@1239|Firmicutes,4I69M@91061|Bacilli,1M9R6@119603|Streptococcus dysgalactiae group","91061|Bacilli","S","Protein of unknown function (DUF3169)","-","-","-","-","-","-","-","-","-","-","-","-","DUF3169","GCF_000006785.2"
"20486900","1314.HKU360_01165",8.93e-39,129,"COG1476@1|root,COG1476@2|Bacteria,1VEZ1@1239|Firmicutes,4HNNM@91061|Bacilli","91061|Bacilli","K","transcriptional","XK27_07105","-","-","ko:K07729","-","-","-","-","ko00000,ko03000","-","-","-","HTH_3","GCF_000006785.2"
